===== wnba_2023_teams_advanced.txt =====
Offense Four Factors,Defense Four Factors,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena
1,Las Vegas Aces*,"29,0",34,6,35,5,"12,55","-1,09","11,46","114,8","99,2",+15.6,"80,9",",282",",360",",597",0,",553","12,5","18,9",",236",0,",480","14,4","78,2",",171",0,Michelob ULTRA Arena
2,New York Liberty*,"28,8",32,8,32,8,"8,68","-0,53","8,14","111,8","101,0",+10.8,"79,0",",238",",424",",577",0,",539","14,9","25,8",",198",0,",476","13,1","78,5",",184",0,Barclays Center
3,Connecticut Sun*,"29,1",27,13,26,14,"3,70","-0,27","3,43","105,4","100,7",+4.7,"77,7",",293",",294",",540",0,",498","14,0","23,9",",224",0,",486","16,7","75,8",",236",0,Mohegan Sun Arena
4,Dallas Wings*,"26,0",22,18,25,15,"2,95","-0,31","2,64","109,5","105,8",+3.7,"80,0",",277",",292",",535",0,",489","13,7","32,8",",224",0,",504","15,0","77,2",",237",0,College Park Center
5,Washington Mystics*,"28,9",19,21,19,21,"-0,35","0,03","-0,32","101,5","102,0","-0,5","79,1",",270",",342",",533",0,",486","13,9","18,7",",222",0,",496","16,3","78,0",",238",0,Entertainment and Sports Arena
6,Atlanta Dream*,"26,5",19,21,18,22,"-1,48","0,47","-1,01","101,1","102,9","-1,8","81,1",",320",",279",",527",0,",475","14,8","22,4",",252",0,",482","14,2","78,2",",251",0,Gateway Center Arena @ College Park
7,Chicago Sky*,"27,2",18,22,17,23,"-1,63","0,11","-1,52","103,3","105,3","-2,0","78,7",",230",",319",",533",0,",501","14,9","24,4",",173",0,",499","14,6","74,6",",216",0,Wintrust Arena
8,Los Angeles Sparks,"28,3",17,23,17,23,"-1,63","-0,02","-1,65","100,1","102,2","-2,1","78,6",",285",",292",",525",0,",474","14,3","19,3",",234",0,",513","16,8","77,6",",199",0,Crypto.com Arena
9,Indiana Fever,"25,9",13,27,13,27,"-4,05","0,20","-3,85","103,0","108,1","-5,1","77,9",",260",",290",",532",0,",491","15,6","26,4",",204",0,",509","13,9","76,8",",248",0,Gainbridge Fieldhouse
10,Minnesota Lynx*,"26,7",19,21,12,28,"-4,83","0,32","-4,51","101,4","107,5","-6,1","78,6",",272",",308",",530",0,",485","15,1","23,1",",218",0,",509","14,0","75,2",",187",0,Target Center
11,Seattle Storm,"26,5",11,29,11,29,"-5,63","0,55","-5,07","98,7","105,8","-7,1","79,6",",274",",356",",518",0,",473","16,0","22,8",",215",0,",503","14,3","76,5",",217",0,Climate Pledge Arena
12,Phoenix Mercury,"27,8",9,31,8,32,"-8,30","0,55","-7,75","99,1","109,9","-10,8","77,0",",254",",323",",539",0,",497","17,2","20,9",",204",0,",506","13,4","73,0",",225",0,Footprint Center


===== wnba_2023_teams_shooting.txt =====
% of FGA by Distance,FG% by Distance,% of FG Ast'd,Corner,Rk,Team,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%3PA,3P%
1,Atlanta Dream*,40,8050,",428","12,5",0,",721",",223",",247",",150",",100",",279",0,",464",",626",",388",",410",",370",",336",0,",561",",887",0,",166",",244"
2,Chicago Sky*,40,8050,",442","13,6",0,",681",",233",",179",",129",",140",",319",0,",474",",626",",433",",369",",373",",372",0,",581",",897",0,",184",",460"
3,Connecticut Sun*,40,8075,",445","12,2",0,",706",",260",",256",",105",",084",",294",0,",481",",638",",425",",354",",320",",360",0,",619",",895",0,",211",",399"
4,Dallas Wings*,40,8025,",443","12,4",0,",708",",231",",265",",124",",089",",292",0,",494",",693",",412",",399",",355",",317",0,",585",",789",0,",127",",370"
5,Indiana Fever,40,8075,",442","12,8",0,",710",",273",",214",",105",",118",",290",0,",484",",598",",453",",399",",351",",340",0,",525",",848",0,",196",",342"
6,Los Angeles Sparks,40,8025,",425","12,3",0,",708",",231",",276",",119",",082",",292",0,",463",",671",",385",",333",",329",",333",0,",603",",892",0,",165",",419"
7,Las Vegas Aces*,40,8000,",486","13,9",0,",640",",128",",311",",119",",082",",360",0,",549",",692",",549",",464",",454",",372",0,",578",",825",0,",247",",374"
8,Minnesota Lynx*,40,8050,",435","13,1",0,",692",",216",",235",",131",",110",",308",0,",484",",656",",435",",371",",384",",325",0,",594",",885",0,",151",",373"
9,New York Liberty*,40,8075,",460","14,5",0,",576",",225",",187",",102",",062",",424",0,",523",",703",",448",",375",",335",",374",0,",667",",908",0,",244",",383"
10,Phoenix Mercury,40,8025,",444","13,5",0,",677",",189",",260",",140",",088",",323",0,",499",",683",",449",",437",",357",",328",0,",601",",893",0,",212",",349"
11,Seattle Storm,40,8025,",410","13,9",0,",644",",195",",242",",108",",098",",356",0,",442",",658",",381",",320",",300",",351",0,",559",",803",0,",159",",403"
12,Washington Mystics*,40,8025,",428","14,0",0,",658",",177",",242",",129",",110",",342",0,",476",",675",",425",",421",",336",",336",0,",561",",945",0,",180",",398"


===== wnba_2023_opponent_shooting.txt =====
% of FGA by Distance,FG% by Distance,% of FG Ast'd,Corner,Rk,Team,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%3PA,3P%
1,Atlanta Dream*,40,8050,",430",13,0,",686",",219",",246",",119",",102",",314",0,",474",",619",",426",",355",",418",",333",0,",566",",855",0,",209",",343"
2,Chicago Sky*,40,8050,",451",12,0,",714",",299",",214",",118",",083",",286",0,",498",",652",",399",",389",",357",",334",0,",610",",893",0,",200",",389"
3,Connecticut Sun*,40,8075,",435",13,0,",680",",203",",272",",124",",081",",320",0,",488",",662",",454",",391",",319",",321",0,",603",",877",0,",205",",310"
4,Dallas Wings*,40,8025,",444",14,0,",666",",184",",235",",140",",107",",334",0,",486",",651",",448",",424",",365",",360",0,",583",",872",0,",186",",402"
5,Indiana Fever,40,8075,",445",14,0,",660",",230",",197",",129",",105",",340",0,",481",",614",",412",",413",",401",",375",0,",572",",904",0,",206",",378"
6,Los Angeles Sparks,40,8025,",457",13,0,",655",",231",",242",",109",",074",",345",0,",526",",729",",432",",443",",320",",326",0,",593",",892",0,",193",",366"
7,Las Vegas Aces*,40,8000,",426",14,0,",686",",138",",302",",131",",114",",314",0,",464",",662",",463",",370",",335",",343",0,",577",",843",0,",166",",372"
8,Minnesota Lynx*,40,8050,",446",13,0,",647",",225",",218",",118",",086",",353",0,",495",",688",",415",",389",",335",",357",0,",564",",871",0,",191",",342"
9,New York Liberty*,40,8075,",424",13,0,",692",",241",",227",",123",",101",",308",0,",461",",607",",437",",347",",304",",341",0,",554",",866",0,",162",",373"
10,Phoenix Mercury,40,8025,",448",14,0,",690",",209",",241",",119",",121",",310",0,",484",",654",",427",",399",",386",",370",0,",585",",844",0,",163",",468"
11,Seattle Storm,40,8025,",448",13,0,",691",",232",",265",",102",",092",",309",0,",491",",657",",418",",431",",346",",353",0,",614",",874",0,",201",",378"
