===== wnba_2002_teams_advanced.txt =====
Offense Four Factors,Defense Four Factors,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena
1,Los Angeles Sparks*,"26,9",25,7,25,7,"6,78","-0,34","6,44","103,1","94,0",+9.1,"73,5",",322",",257",",536",0,",494","18,4","33,8",",238",0,",430","16,3","72,2",",235",0,STAPLES Center
2,Houston Comets*,"28,7",24,8,25,7,"5,63","-0,25","5,38","97,1","88,7",+8.4,"66,4",",329",",187",",509",0,",455","18,3","31,0",",255",0,",415","18,2","69,4",",176",0,Compaq Center
3,Charlotte Sting*,"28,0",18,14,21,11,"3,38","-0,62","2,76","105,9","100,8",+5.1,"65,7",",370",",294",",538",0,",489","16,4","32,8",",274",0,",467","17,0","68,9",",246",0,Charlotte Coliseum
4,Seattle Storm*,"24,5",17,15,20,12,"2,66","0,01","2,67","98,8","95,0",+3.8,"68,7",",279",",260",",500",0,",454","17,9","35,4",",215",0,",459","20,4","67,3",",239",0,KeyArena at Seattle Center
5,New York Liberty*,"29,7",18,14,20,12,"2,31","-0,20","2,11","99,0","95,5",+3.5,"65,4",",326",",230",",525",0,",485","18,7","28,6",",230",0,",442","19,2","66,2",",279",0,Madison Square Garden (IV)
6,Utah Starzz*,"29,0",20,12,19,13,"2,31","-0,11","2,20","102,4","99,3",+3.1,"73,2",",442",",129",",530",0,",464","18,6","35,0",",336",0,",442","15,8","66,6",",250",0,Delta Center
7,Washington Mystics*,"26,3",17,15,17,15,"0,59","-0,41","0,18","97,8","96,9",+0.9,"67,7",",250",",232",",503",0,",465","17,7","32,7",",188",0,",452","17,1","69,6",",209",0,MCI Center
8,Orlando Miracle,"26,3",16,16,16,16,"-0,03","-0,29","-0,32","100,3","100,4","-0,1","68,8",",338",",241",",513",0,",460","17,2","31,9",",258",0,",474","20,1","62,2",",264",0,TD Waterhouse Centre
9,Indiana Fever*,"26,1",16,16,14,18,"-1,00","-0,01","-1,01","98,5","100,0","-1,5","66,3",",318",",298",",504",0,",450","17,4","32,8",",249",0,",487","18,7","68,7",",198",0,Conseco Fieldhouse
10,Portland Fire,"25,6",16,16,14,18,"-1,00","0,39","-0,61","96,3","97,8","-1,5","70,3",",289",",200",",499",0,",457","18,3","31,2",",210",0,",468","19,0","65,7",",246",0,Rose Garden Arena
11,Miami Sol,"27,6",15,17,14,18,"-1,31","0,13","-1,19","95,2","97,2","-2,0","66,3",",285",",210",",490",0,",452","17,2","29,9",",199",0,",470","20,5","67,3",",272",0,AmericanAirlines Arena
12,Cleveland Rockers,"25,4",10,22,12,20,"-2,16","0,07","-2,09","96,8","100,0","-3,2","65,3",",304",",205",",502",0,",451","17,9","31,6",",236",0,",475","17,2","70,8",",216",0,Gund Arena
13,Minnesota Lynx,"23,8",10,22,11,21,"-3,16","0,43","-2,73","92,8","97,5","-4,7","66,7",",326",",282",",494",0,",456","20,7","33,6",",216",0,",452","18,3","68,3",",260",0,Target Center
14,Sacramento Monarchs,"28,7",14,18,10,22,"-4,00","0,49","-3,51","94,5","100,1","-5,6","69,7",",336",",203",",485",0,",430","17,0","29,4",",254",0,",458","18,1","64,8",",265",0,ARCO Arena (II)
15,Detroit Shock,"24,0",9,23,9,23,"-4,75","-0,01","-4,76","92,3","98,9","-6,6","71,0",",339",",190",",479",0,",428","19,7","35,0",",246",0,",454","16,4","69,6",",234",0,The Palace of Auburn Hills
16,Phoenix Mercury,"27,3",11,21,7,25,"-6,25","0,73","-5,52","92,9","101,8","-8,9","70,3",",285",",174",",492",0,",446","19,1","29,7",",214",0,",496","18,7","67,0",",233",0,America West Arena


===== wnba_2002_teams_shooting.txt =====
% of FGA by Distance,FG% by Distance,% of FG Ast'd,Corner,Rk,Team,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%3PA,3P%
1,Charlotte Sting*,32,6450,",430","10,5",0,",706",",356",",126",",174",",049",",294",0,",443",",539",",314",",333",",460",",400",0,",555",",882",0,",055",",414"
2,Cleveland Rockers,32,6550,",418","10,4",0,",795",",252",",243",",225",",074",",205",0,",442",",596",",379",",376",",326",",324",0,",590",",851",0,",035",",308"
3,Detroit Shock,32,6450,",399","9,7",0,",810",",335",",166",",268",",042",",190",0,",422",",527",",387",",317",",388",",302",0,",588",",836",0,",085",",452"
4,Houston Comets*,32,6425,",425","10,6",0,",813",",264",",179",",301",",070",",187",0,",447",",597",",387",",372",",355",",328",0,",553",",853",0,",021",",429"
5,Indiana Fever*,32,6425,",401","11,5",0,",703",",218",",246",",160",",079",",297",0,",430",",610",",381",",306",",338",",332",0,",537",",839",0,",070",",263"
6,Los Angeles Sparks*,32,6475,",445","10,4",0,",743",",310",",176",",197",",059",",257",0,",469",",605",",371",",372",",364",",377",0,",601",",845",0,",023",",250"
7,Miami Sol,32,6475,",417","11,9",0,",790",",219",",159",",255",",158",",210",0,",440",",586",",444",",351",",375",",332",0,",580",",791",0,",072",",321"
8,Minnesota Lynx,32,6475,",410","9,8",0,",718",",380",",145",",135",",028",",282",0,",440",",540",",311",",321",",420",",332",0,",561",",825",0,",062",",258"
9,New York Liberty*,32,6450,",444","9,9",0,",770",",346",",162",",190",",072",",230",0,",468",",600",",379",",345",",357",",363",0,",596",",841",0,",083",",394"
10,Orlando Miracle,32,6525,",422","10,0",0,",759",",322",",191",",183",",063",",241",0,",456",",583",",322",",386",",417",",315",0,",502",",779",0,",043",",250"
11,Phoenix Mercury,32,6400,",420","9,7",0,",826",",304",",202",",273",",047",",174",0,",444",",553",",388",",370",",404",",305",0,",499",",810",0,",012",",250"
12,Portland Fire,32,6475,",425","9,6",0,",799",",325",",213",",191",",070",",201",0,",450",",577",",361",",336",",445",",325",0,",548",",843",0,",013",",000"
13,Sacramento Monarchs,32,6575,",401","9,9",0,",797",",307",",208",",203",",079",",203",0,",431",",499",",395",",363",",435",",284",0,",599",",893",0,",035",",214"
14,Seattle Storm*,32,6450,",408","10,8",0,",740",",240",",263",",193",",044",",260",0,",424",",590",",357",",311",",424",",360",0,",590",",841",0,",055",",286"
15,Utah Starzz*,32,6450,",441","8,6",0,",871",",348",",202",",227",",071",",129",0,",453",",576",",370",",346",",422",",360",0,",516",",820",0,",028",",429"
16,Washington Mystics*,32,6450,",422","11,8",0,",768",",209",",199",",270",",090",",232",0,",438",",605",",346",",408",",339",",370",0,",570",",915",0,",034",",267"


===== wnba_2002_opponent_shooting.txt =====
% of FGA by Distance,FG% by Distance,% of FG Ast'd,Corner,Rk,Team,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%3PA,3P%
1,Charlotte Sting*,32,6450,",431",10,0,",794",",313",",198",",230",",054",",206",0,",449",",602",",350",",357",",327",",358",0,",583",",850",0,",040",",400"
2,Cleveland Rockers,32,6550,",435",11,0,",760",",248",",227",",215",",069",",240",0,",465",",622",",379",",404",",378",",338",0,",633",",805",0,",039",",529"
3,Detroit Shock,32,6450,",417",11,0,",775",",307",",137",",266",",064",",225",0,",444",",577",",371",",331",",425",",327",0,",513",",788",0,",069",",323"
4,Houston Comets*,32,6425,",375",11,0,",740",",247",",195",",208",",090",",260",0,",398",",538",",309",",335",",355",",309",0,",574",",848",0,",031",",400"
5,Indiana Fever*,32,6425,",442",11,0,",745",",228",",242",",194",",081",",255",0,",475",",609",",449",",392",",372",",349",0,",569",",877",0,",058",",259"
6,Los Angeles Sparks*,32,6475,",390",11,0,",745",",270",",212",",207",",055",",255",0,",417",",523",",305",",383",",455",",313",0,",588",",834",0,",046",",333"
7,Miami Sol,32,6475,",433",10,0,",778",",318",",165",",206",",089",",222",0,",460",",589",",419",",350",",325",",338",0,",531",",922",0,",042",",375"
