===== wnba_2020_teams_advanced.txt =====
Offense Four Factors,Defense Four Factors,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena
1,Seattle Storm*,"27,8",18,4,19,3,"11,55","-0,96","10,58","110,4","95,9",+14.5,"79,2",",278",",315",",575",0,",532","14,8","23,4",",227",0,",454","16,7","74,0",",202",0,IMG Academy
2,Las Vegas Aces*,"27,1",18,4,18,4,"8,59","-0,72","7,88","109,6","99,0",+10.6,"81,0",",340",",167",",562",0,",507","13,4","24,6",",277",0,",485","14,9","78,9",",157",0,IMG Academy
3,Los Angeles Sparks*,"28,6",15,7,15,7,"4,59","-0,38","4,21","105,9","100,2",+5.7,"79,2",",251",",271",",571",0,",535","15,8","19,5",",199",0,",511","18,9","76,0",",204",0,IMG Academy
4,Minnesota Lynx*,"24,8",14,8,14,8,"3,82","-0,32","3,50","109,6","104,6",+5.0,"77,0",",273",",321",",562",0,",518","15,9","30,4",",223",0,",505","16,3","75,1",",217",0,IMG Academy
5,Chicago Sky*,"27,2",12,10,13,9,"2,64","-0,22","2,42","107,6","104,3",+3.3,"80,7",",218",",317",",580",0,",547","16,6","23,3",",178",0,",503","15,0","76,4",",205",0,IMG Academy
6,Phoenix Mercury*,"28,0",13,9,13,9,"2,00","-0,17","1,83","106,8","104,3",+2.5,"80,2",",314",",366",",564",0,",513","15,5","22,2",",259",0,",477","14,2","73,1",",233",0,IMG Academy
7,Connecticut Sun*,"27,5",10,12,11,11,"0,45","-0,04","0,42","101,7","101,1",+0.6,"78,6",",288",",273",",513",0,",469","14,5","27,8",",217",0,",495","16,9","78,4",",238",0,IMG Academy
8,Washington Mystics*,"27,3",9,13,10,12,"-1,55","0,13","-1,42","103,5","105,5","-2,0","76,4",",220",",356",",532",0,",493","13,9","21,2",",181",0,",524","16,4","76,1",",217",0,IMG Academy
9,Dallas Wings,"23,8",8,14,8,14,"-3,55","0,30","-3,25","105,9","110,4","-4,5","77,8",",270",",389",",525",0,",478","12,1","24,4",",220",0,",521","15,1","73,4",",257",0,IMG Academy
10,Atlanta Dream,"25,8",7,15,5,17,"-6,68","0,56","-6,13","100,1","108,4","-8,3","80,0",",227",",237",",518",0,",484","15,5","25,3",",172",0,",513","14,1","75,7",",231",0,IMG Academy
11,Indiana Fever,"25,5",6,16,5,17,"-7,86","0,66","-7,21","104,0","114,0","-10,0","78,5",",290",",300",",543",0,",493","16,6","26,9",",238",0,",521","11,8","74,7",",252",0,IMG Academy
12,New York Liberty,"24,3",2,20,2,20,"-14,00","1,17","-12,83","88,6","105,9","-17,3","81,1",",280",",415",",485",0,",430","18,5","21,6",",230",0,",491","12,9","77,5",",208",0,IMG Academy


===== wnba_2020_teams_shooting.txt =====
% of FGA by Distance,FG% by Distance,% of FG Ast'd,Corner,Rk,Team,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%3PA,3P%
1,Atlanta Dream,22,4450,",442","13,1",0,",763",",130",",311",",154",",168",",237",0,",471",",621",",500",",363",",399",",350",0,",472",",815",0,",094",",343"
2,Chicago Sky*,22,4400,",491","13,6",0,",683",",137",",305",",121",",119",",317",0,",557",",835",",517",",398",",497",",351",0,",579",",898",0,",118",",411"
3,Connecticut Sun*,22,4425,",427","12,7",0,",727",",145",",354",",101",",127",",273",0,",470",",716",",437",",355",",371",",311",0,",562",",838",0,",100",",405"
4,Dallas Wings,22,4450,",415","15,0",0,",611",",100",",300",",096",",117",",389",0,",474",",788",",487",",282",",324",",323",0,",409",",811",0,",105",",344"
5,Indiana Fever,22,4400,",441","13,8",0,",700",",126",",296",",133",",146",",300",0,",482",",757",",479",",349",",374",",345",0,",593",",842",0,",102",",333"
6,Los Angeles Sparks*,22,4450,",481","13,3",0,",729",",148",",297",",117",",168",",271",0,",511",",739",",508",",360",",421",",398",0,",545",",887",0,",160",",438"
7,Las Vegas Aces*,22,4400,",477","11,7",0,",833",",138",",376",",158",",161",",167",0,",498",",764",",489",",339",",449",",368",0,",595",",903",0,",107",",407"
8,Minnesota Lynx*,22,4400,",456","13,7",0,",679",",138",",310",",125",",106",",321",0,",490",",735",",464",",405",",346",",385",0,",542",",929",0,",089",",452"
9,New York Liberty,22,4400,",372","14,8",0,",585",",121",",305",",078",",081",",415",0,",439",",669",",418",",310",",305",",277",0,",499",",844",0,",113",",191"
10,Phoenix Mercury*,22,4425,",450","14,5",0,",634",",113",",308",",089",",124",",366",0,",512",",707",",504",",466",",388",",343",0,",647",",746",0,",104",",357"
11,Seattle Storm*,22,4400,",470","13,2",0,",685",",144",",329",",092",",119",",315",0,",505",",744",",475",",394",",388",",394",0,",610",",903",0,",136",",531"
12,Washington Mystics*,22,4450,",433","14,7",0,",644",",102",",295",",121",",126",",356",0,",483",",695",",490",",357",",416",",341",0,",580",",885",0,",121",",369"


===== wnba_2020_opponent_shooting.txt =====
% of FGA by Distance,FG% by Distance,% of FG Ast'd,Corner,Rk,Team,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%3PA,3P%
1,Atlanta Dream,22,4450,",457",14,0,",674",",121",",321",",106",",125",",326",0,",509",",758",",470",",472",",403",",348",0,",549",",879",0,",114",",421"
2,Chicago Sky*,22,4400,",454",13,0,",732",",158",",321",",113",",139",",268",0,",485",",669",",458",",366",",432",",368",0,",555",",861",0,",098",",400"
3,Connecticut Sun*,22,4425,",443",14,0,",682",",143",",316",",105",",118",",318",0,",496",",717",",480",",367",",385",",330",0,",564",",880",0,",101",",348"
4,Dallas Wings,22,4450,",471",13,0,",731",",142",",374",",104",",111",",269",0,",508",",722",",507",",340",",396",",371",0,",594",",857",0,",124",",449"
5,Indiana Fever,22,4400,",472",13,0,",734",",153",",335",",115",",131",",266",0,",509",",720",",518",",360",",372",",370",0,",526",",827",0,",104",",429"
