===== wnba_2013_teams_advanced.txt =====
Offense Four Factors,Defense Four Factors,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena
1,Minnesota Lynx*,"27,1",26,8,29,5,"9,35","-0,40","8,95","107,9","95,7",+12.2,"76,6",",254",",153",",541",0,",502","13,7","29,9",",200",0,",446","16,0","74,5",",212",0,Target Center
2,Los Angeles Sparks*,"26,4",24,10,26,8,"6,97","-0,14","6,84","104,5","95,7",+8.8,"77,5",",294",",140",",543",0,",499","15,7","27,9",",229",0,",442","16,7","70,9",",218",0,STAPLES Center
3,Chicago Sky*,"26,5",24,10,25,9,"5,85","-1,20","4,65","103,1","95,5",+7.6,"76,7",",326",",212",",514",0,",455","14,2","30,5",",265",0,",439","14,8","74,6",",197",0,Allstate Arena
4,Atlanta Dream*,"26,7",17,17,19,15,"1,50","-0,71","0,79","96,6","94,7",+1.9,"79,1",",284",",183",",492",0,",449","16,2","29,5",",211",0,",450","18,5","71,1",",236",0,Philips Arena
5,Indiana Fever*,"26,4",16,18,18,16,"0,35","-0,77","-0,41","97,3","96,8",+0.5,"72,0",",284",",252",",486",0,",436","15,4","30,1",",222",0,",469","19,4","70,4",",241",0,Bankers Life Fieldhouse
6,Washington Mystics*,"26,2",17,17,17,17,"0,09","-0,27","-0,18","97,7","97,6",+0.1,"77,0",",311",",201",",501",0,",448","16,7","29,1",",245",0,",449","15,6","71,4",",218",0,Verizon Center
7,Phoenix Mercury*,"25,9",19,15,16,18,"-0,56","0,57","0,01","101,3","102,0","-0,7","78,3",",325",",247",",544",0,",490","17,1","24,6",",264",0,",450","12,8","72,7",",236",0,US Airways Center
8,Tulsa Shock,"25,2",11,23,14,20,"-2,24","0,77","-1,47","99,4","102,3","-2,9","75,7",",319",",302",",510",0,",456","16,7","28,6",",250",0,",488","17,2","69,4",",223",0,BOK Center
9,Seattle Storm*,"28,9",17,17,13,21,"-2,38","0,49","-1,90","97,6","100,9","-3,3","72,7",",303",",291",",524",0,",470","18,8","25,9",",248",0,",468","15,8","71,9",",246",0,KeyArena at Seattle Center
10,Connecticut Sun,"26,1",10,24,8,26,"-5,82","0,22","-5,60","92,4","100,0","-7,6","76,6",",233",",200",",468",0,",430","15,8","27,8",",172",0,",466","16,6","68,0",",216",0,Mohegan Sun Arena
11,San Antonio Silver Stars,"26,6",12,22,9,25,"-5,76","0,96","-4,81","95,2","102,8","-7,6","75,5",",239",",266",",481",0,",443","15,2","26,6",",179",0,",493","17,0","70,5",",217",0,AT&T Center
12,New York Liberty,"28,8",11,23,7,27,"-7,35","0,48","-6,87","90,5","100,1","-9,6","76,1",",243",",162",",472",0,",431","18,4","29,9",",184",0,",452","13,5","72,9",",205",0,Prudential Center


===== wnba_2013_teams_shooting.txt =====
% of FGA by Distance,FG% by Distance,% of FG Ast'd,Corner,Rk,Team,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%3PA,3P%
1,Atlanta Dream*,34,6850,",423","11,3",0,",817",",303",",194",",130",",191",",183",0,",456",",634",",389",",327",",330",",275",0,",538",",773",0,",144",",290"
2,Chicago Sky*,34,6825,",420","12,0",0,",788",",305",",162",",127",",193",",212",0,",442",",579",",367",",361",",342",",336",0,",496",",738",0,",174",",341"
3,Connecticut Sun,34,6825,",400","12,2",0,",800",",244",",199",",171",",186",",200",0,",424",",610",",340",",350",",339",",301",0,",457",",752",0,",113",",245"
4,Indiana Fever*,34,6875,",393","12,1",0,",748",",322",",151",",094",",181",",252",0,",412",",552",",333",",252",",311",",337",0,",430",",920",0,",202",",438"
5,Los Angeles Sparks*,34,6875,",475","11,3",0,",860",",292",",193",",137",",238",",140",0,",496",",700",",381",",418",",383",",346",0,",567",",818",0,",223",",352"
6,Minnesota Lynx*,34,6825,",474","11,9",0,",847",",284",",132",",185",",246",",153",0,",493",",684",",371",",416",",398",",365",0,",593",",901",0,",139",",480"
7,New York Liberty,34,6875,",404","11,4",0,",838",",268",",224",",142",",205",",162",0,",419",",587",",344",",352",",328",",328",0,",560",",642",0,",112",",390"
8,Phoenix Mercury*,34,6825,",453","12,0",0,",753",",270",",218",",118",",147",",247",0,",502",",694",",396",",407",",381",",303",0,",538",",804",0,",197",",283"
9,San Antonio Silver Stars,34,6825,",400","13,2",0,",734",",253",",145",",135",",201",",266",0,",431",",599",",331",",344",",350",",316",0,",521",",907",0,",116",",437"
10,Seattle Storm*,34,6795,",421","12,9",0,",709",",226",",223",",115",",145",",291",0,",458",",625",",396",",346",",381",",332",0,",443",",903",0,",176",",269"
11,Tulsa Shock,34,6950,",405","12,1",0,",698",",252",",249",",089",",109",",302",0,",436",",623",",330",",355",",313",",334",0,",458",",881",0,",296",",378"
12,Washington Mystics*,34,6825,",413","12,6",0,",799",",226",",198",",163",",212",",201",0,",429",",571",",359",",371",",390",",347",0,",539",",796",0,",148",",478"


===== wnba_2013_opponent_shooting.txt =====
% of FGA by Distance,FG% by Distance,% of FG Ast'd,Corner,Rk,Team,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%3PA,3P%
1,Atlanta Dream*,34,6850,",420",12,0,",815",",287",",176",",125",",227",",185",0,",442",",611",",378",",339",",336",",324",0,",520",",815",0,",223",",398"
2,Chicago Sky*,34,6825,",404",12,0,",805",",269",",198",",142",",197",",195",0,",417",",574",",311",",330",",373",",351",0,",524",",786",0,",161",",356"
3,Connecticut Sun,34,6825,",436",11,0,",825",",361",",165",",122",",178",",175",0,",456",",580",",363",",372",",351",",339",0,",467",",837",0,",153",",377"
4,Indiana Fever*,34,6875,",437",12,0,",801",",289",",191",",149",",172",",199",0,",467",",629",",386",",376",",364",",316",0,",512",",742",0,",146",",390"
5,Los Angeles Sparks*,34,6875,",412",11,0,",796",",304",",204",",134",",154",",204",0,",444",",615",",329",",374",",317",",291",0,",520",",796",0,",149",",429"
6,Minnesota Lynx*,34,6825,",405",13,0,",743",",280",",154",",121",",189",",257",0,",435",",602",",327",",366",",319",",318",0,",545",",881",0,",174",",287"
7,New York Liberty,34,6875,",408",13,0,",740",",215",",166",",140",",219",",260",0,",433",",626",",332",",353",",369",",338",0,",480",",845",0,",157",",375"
8,Phoenix Mercury*,34,6825,",411",13,0,",769",",236",",198",",127",",208",",231",0,",432",",623",",338",",354",",354",",338",0,",487",",761",0,",144",",350"
9,San Antonio Silver Stars,34,6825,",455",11,0,",783",",288",",216",",125",",154",",217",0,",485",",652",",415",",364",",369",",347",0,",550",",801",0,",207",",343"
10,Seattle Storm*,34,6795,",435",13,0,",778",",211",",203",",150",",214",",222",0,",473",",679",",409",",405",",380",",300",0,",531",",864",0,",173",",420"
11,Tulsa Shock,34,6950,",451",12,0,",777",",247",",227",",135",",168",",223",0,",485",",703",",376",",396",",386",",330",0,",489",",879",0,",204",",343"
12,Washington Mystics*,34,6825,",413",12,0,",774",",262",",186",",144",",181",",226",0,",442",",611",",374",",328",",357",",315",0,",582",",933",0,",208",",333"


